road;chainage;lrp;lat;lon;gap;type;name
R241;17.345;LRP017a;24.7094444;91.537833;BS;Bridge;Bridge Start
R241;17.372;LRP017b;24.7095833;91.5379163;BE;Bridge;Bridge End
R241;17.99;LRP018;24.7147778;91.5373608;;KmPost;Km post missing
R241;18.512;LRP018a;24.7184438;91.5350552;;Culvert;Box Culvert
R241;18.99;LRP019;24.7222493;91.5372774;;KmPost;Km post missing
R241;19.231;LRP019a;24.723916;91.5386663;;Culvert;Box Culvert
R241;19.99;LRP020;24.7294993;91.542833;;KmPost;Km post missing
R241;20.746;LRP020a;24.7355274;91.5459997;;Culvert;Box Culvert
R241;20.99;LRP021;24.7377497;91.5469441;;KmPost;Km post missing
R241;21.377;LRP021a;24.7411386;91.5472774;;Culvert;Box Culvert
R241;21.86;LRP021b;24.7454719;91.5473886;BS;Bridge;Bridge Start
R241;21.99;LRP022;24.746583;91.5473608;BE;KmPost;Km post missing Bridge end
R241;22.342;LRP022a;24.7496108;91.5480274;;Culvert;Box Culvert
R241;22.695;LRP022b;24.7526389;91.5489997;;Culvert;Box culvert
R241;22.95;LRP022c;24.7548611;91.5495274;;Culvert;Box Culvert
R241;22.99;LRP023;24.7553333;91.5496663;;KmPost;Km post missing
R241;23.128;LRP023a;24.7565;91.5499163;;Culvert;Box Culvert
R241;23.99;LRP024;24.7633611;91.5500833;;KmPost;Km post missing
R241;24.99;LRP025;24.7688604;91.546333;;KmPost;Km post missing
R241;25.592;LRP025a;24.7737493;91.5441663;;Culvert;Box Culvert
R241;25.99;LRP026;24.7798049;91.5433886;;KmPost;Info missing
R241;26.778;LRP026a;24.7867219;91.5423052;;Culvert;Box Culvert
R241;26.99;LRP027;24.7887219;91.5419997;;KmPost;Info missing
R241;27.234;LRP027a;24.790833;91.5416386;;Culvert;Box Culvert
R241;27.896;LRP027b;24.7966663;91.5419997;BS;Bridge;Bridge Start
R241;27.924;LRP027c;24.7968886;91.542083;BE;Bridge;Bridge End
R241;28;LRP028;24.7974997;91.5422774;;KmPost;Sunamganj 39 km
R241;28.867;LRP028a;24.8050833;91.5438608;;Culvert;Box Culvert
R241;29;LRP029;24.8061111;91.5435552;;KmPost;Info missing
R241;30;LRP030;24.8144722;91.5395552;;KmPost;Info missing
R241;30.259;LRP030a;24.8164167;91.5386386;BS;Bridge;Bridge Start
R241;30.276;LRP030b;24.8167771;91.538583;BE;Bridge;Bridge End
R241;31.07;LRP031;24.8231938;91.5349163;;KmPost;Info missing
R241;31.159;LRP031a;24.8238049;91.534333;;Culvert;Box Culvert
R241;31.748;LRP031b;24.8278882;91.530666;;Culvert;Box Culvert
R241;32;LRP032;24.829666;91.5290549;;KmPost;Info missing
R241;32.797;LRP032a;24.8351663;91.5240827;BS;Bridge;Bridge Start
R241;32.841;LRP032b;24.8354997;91.5238327;BE;Bridge;Bridge End
R241;33;LRP033;24.8366386;91.5228604;;KmPost;Km post broken
R241;33.834;LRP033a;24.8431386;91.5189438;BS;Bridge;Bridge Start
R241;33.905;LRP033b;24.8436941;91.518666;BE;Bridge;Bridge End
R241;34;LRP034;24.8446386;91.5182493;;KmPost;Info missing
R241;34.02;LRP034a;24.8448052;91.5181938;;Culvert;Box Culvert
R241;34.622;LRP034b;24.8498608;91.5161389;;Culvert;Box Culvert
R241;35;LRP035;24.8530556;91.5148333;;KmPost;Sunamganj 32 km
R241;35.224;LRP035a;24.8549167;91.5140278;BS;Bridge;Bridge Start
R241;35.261;LRP035b;24.8551667;91.5139167;BE;Bridge;Bridge End
R241;36;LRP036;24.8615;91.5113056;;KmPost;Sunamganj 31 km
R241;37;LRP037;24.8665833;91.5037222;;KmPost;Info missing
R241;37.39;LRP037a;24.8677216;91.5003333;BS;Bridge;Bridge Start
R241;37.46;LRP037b;24.8682216;91.4999719;BE;Bridge;Bridge End
R241;37.886;LRP037c;24.8697771;91.496333;BS;Bridge;Bridge Start
R241;37.995;LRP037d;24.8705549;91.4957219;BE;Bridge;Bridge End
R241;38;LRP038;24.8706382;91.4956386;;KmPost;Info missing
R241;38.409;LRP038a;24.8736104;91.4933052;;Culvert;Box Culvert
R241;39;LRP039;24.8780549;91.4897497;;KmPost;Km post missing
R241;39.086;LRP039a;24.8784438;91.4891386;BS;Bridge;Bridge Start
R241;39.306;LRP039b;24.8793049;91.4871941;BE;Bridge;Bridge End
R241;40;LRP040;24.883333;91.481666;;KmPost;Km post missing
R241;40.995;LRP041;24.8900552;91.4754993;;KmPost;Sunamganj 26 km
R241;41.064;LRP041a;24.8906941;91.475416;BS;Bridge;Bridge Start
R241;41.086;LRP041b;24.8908608;91.475416;BE;Bridge;Bridge End
R241;41.869;LRP041c;24.897833;91.4744438;BS;Bridge;Bridge Start
R241;41.916;LRP041d;24.8982497;91.474416;BE;Bridge;Bridge End
R241;41.995;LRP042;24.8988886;91.4740549;;KmPost;Sunamganj 25 km
R241;42.592;LRP042a;24.90275;91.4702493;BS;Bridge;Bridge Start
R241;42.617;LRP042b;24.9029444;91.4701382;BE;Bridge;Bridge End
R241;42.995;LRP043;24.906;91.4683604;;KmPost;info missing
R241;43.497;LRP043a;24.9100556;91.4661111;BS;Bridge;Bridge Start
R241;43.533;LRP043b;24.9102778;91.466;BE;Bridge;Bridge End
R241;43.997;LRP044;24.9145278;91.4646944;;KmPost;Info missing
R241;44.997;LRP045;24.9233327;91.4625556;;KmPost;Km post missing
R241;45.015;LRPE;24.9233604;91.4625833;;Others;Road end with R280 at Pagla.
R301;0;LRPS;23.8927774;90.4020278;;Others;Startt of road from N3 at Tongi
R301;0.469;LRPSa;23.8951386;90.4056389;;Others;Start of Ahsanullah Master Flyover
R301;1;LRP001;23.8974719;90.4091389;;KmPost;Km post missing
R301;1.048;LRP001a;23.8978886;90.4091667;;Others;End Flyover
R301;2.032;LRP002;23.9045278;90.4150833;;KmPost;Kaliganj 18 km Gorashal
R301;3.032;LRP003;23.9115278;90.4211382;;KmPost;Km post missing
R301;3.307;LRP003a;23.9135833;90.4223882;;RailRoadCrossing;Rail Road Crossing
R301;3.594;LRP003b;23.9149722;90.4246382;BS;Bridge;Bridge start
R301;3.652;LRP003c;23.9151667;90.4251382;BE;Bridge;Bridge end
R301;4.032;LRP004;23.9169438;90.4284438;;KmPost;Km post missing
R301;5.048;LRP005;23.9228604;90.4356108;;KmPost;Info missing
R301;6.048;LRP006;23.9265271;90.4447774;;KmPost;KM post missing
R301;6.946;LRP006a;23.9300271;90.4525833;;CrossRoad;N105, Madanpur- Joydevpur
R301;7.048;LRP007;23.9302216;90.4534167;;KmPost;Km post missing
R301;8.048;LRP008;23.9328049;90.4626389;;KmPost;Km post missing
R301;8.815;LRP008a;23.9348886;90.4697216;;RailRoadCrossing;Rail Road Crossing
R301;9.048;LRP009;23.9353608;90.4719993;;KmPost;Km post missing
R301;10.048;LRP010;23.9362219;90.4818882;;KmPost;Km post missing
R301;10.846;LRP010a;23.934833;90.4894719;BS;Bridge;Bridge start
R301;10.948;LRP010b;23.9345552;90.4904163;BE;Bridge;Bridge end
R301;11.048;LRP011;23.9342497;90.4911663;;KmPost;Km post missing
R301;11.384;LRP011a;23.9337219;90.494333;;RailRoadCrossing;Rail Road Crossing
R301;12.048;LRP012;23.9359997;90.5003333;;KmPost;Km post missing
R301;12.501;LRP012a;23.9368886;90.5046111;BS;Bridge;Bridge start
R301;12.516;LRP012b;23.9368608;90.50475;BE;Bridge;Bridge end
R301;13.048;LRP013;23.9357497;90.5097222;;KmPost;Km post missing
R301;13.391;LRP013a;23.9348052;90.5129167;BS;Bridge;Bridge start
R301;13.424;LRP013b;23.9346386;90.5131944;BE;Bridge;Bridge end
R301;14.064;LRP014;23.9330549;90.5192216;;KmPost;Tongi 14 km
R301;14.219;LRP014a;23.9323049;90.5204438;;RailRoadCrossing;Rail Road Crossing
R301;15.083;LRP014b;23.9288882;90.5278882;;Culvert;Box Culvert
R301;15.105;LRP015;23.9288327;90.5280549;;KmPost;Kaliganj 5 km Gorashal 19 km
R301;15.569;LRP015a;23.9278049;90.5324438;;Culvert;Box Culvert
R301;16.105;LRP016;23.9269993;90.5376386;;KmPost;Km post missing
R301;16.655;LRP016a;23.927166;90.5430552;;SideRoad,Right;Z3010, Kaliganj- Tumulia- Ulukhola Road
R301;16.885;LRP016b;23.9272771;90.5452774;BS;Bridge;Bridge start
R301;16.93;LRP016c;23.9272771;90.5456386;BE;Bridge;Bridge end
R301;17.105;LRP017;23.9273049;90.5473052;;KmPost;Km post missing
R301;17.165;LRP017a;23.9273327;90.5478886;;Culvert;Box Culvert
R301;17.247;LRP017b;23.9273604;90.5487774;;SideRoad,Left;Z3025, Kapsia- Kaliganj Road
R301;18.138;LRP018;23.9260549;90.5568056;;KmPost;Info missing
R301;18.22;LRP018a;23.9258049;90.5575278;;SideRoad,Right;Kaliganj Bazar Road (R302)
R301;18.829;LRP018b;23.9282216;90.5626944;;Culvert;Box Culvert
R301;19.138;LRP019;23.92828571;90.56649182;;KmPost;Km post missing
R301;19.498;LRP019a;23.9283604;90.570916;;Culvert;Box Culvert
R301;20.138;LRP020;23.9283604;90.5754993;;KmPost;Km post missing
R301;21.15;LRP021;23.9286938;90.5853886;;KmPost;Gorashal 4 km
R301;21.763;LRP021a;23.9311104;90.5907497;;Culvert;Box Culvert
R301;22.153;LRP022;23.9327493;90.5941386;;KmPost;Gorashal 3 km
R301;22.581;LRP022a;23.9345552;90.597833;;Culvert;Box Culvert
R301;23.153;LRP023;23.93702405;90.60324645;;KmPost;Km post missing
R301;23.984;LRP023a;23.9406108;90.6111111;;SideRoad,Left;R302, Kaliganj bazar Road
R301;24.153;LRP024;23.9406386;90.6117778;;KmPost;Km post missing
R301;24.391;LRP024a;23.9404441;90.6140278;BS;Bridge / Bridge;Shalid Moyez udddin Bridge, Narsinghdi RHD Start / Shalid Moyez udddin Bridge, Narsinghdi RHD Start
R301;24.93;LRP024b;23.9394719;90.619166;BE;Bridge;Bridge end
R301;25.153;LRP025;23.9391108;90.6212493;;KmPost;Km post missing
R301;25.175;LRP025a;23.939083;90.6214438;;Culvert;Box Culvert
R301;26.153;LRP026;23.9380552;90.630916;;KmPost;Km post missing
R301;26.789;LRP026a;23.9368886;90.6369997;;SideRoad,Left;Road to Palash (Z2037)
R301;26.827;LRP026b;23.9367497;90.6373608;;Culvert;Box Culvert
R301;27.153;LRP027;23.9346941;90.6395274;;KmPost;Km post missing
R301;27.4;LRP027a;23.9328604;90.6408886;;Culvert;Box Culvert
R301;28.145;LRP027b;23.9273049;90.6448608;;Culvert;Box Culvert
R301;28.153;LRP028;23.9271938;90.6449163;;KmPost;Km post missing
R301;29.084;LRP029;23.920166;90.6497774;;KmPost;Pachdona 4 km Norshindi 13 km
R301;29.1;LRP029a;23.9200549;90.6498608;BS;Bridge;Bridge start
R301;29.115;LRP029b;23.9199438;90.6499441;BE;Bridge;Bridge end
R301;29.519;LRP029c;23.917666;90.6528056;;Culvert;Box Culvert
R301;29.993;LRP029d;23.91575;90.6569722;;Culvert;Box Culvert
R301;30.136;LRP030;23.9152222;90.6581389;;KmPost;Pachdona 3 km Norshindi 17 km
R301;30.471;LRP030a;23.9139167;90.661;;Culvert;Box Culvert
R301;31.12;LRP031;23.9106667;90.666;;KmPost;Info Vanished
R301;31.145;LRP031a;23.9105833;90.6660278;;Culvert;Box Culvert
R301;31.208;LRP031b;23.9093056;90.6663333;;SideRoad,Left;Z2045, Panchdona- Charsindur Road
R301;31.947;LRP031c;23.9034722;90.6646111;;Culvert;Box Culvert
R301;32.12;LRP032;23.9019167;90.6642778;;KmPost;Km post missing
R301;33.037;LRPE;23.8935552;90.6645833;;Others;End of road at Pachdona intersecting N2, Dhaka- Sylhet- Jaflong Road
R310;0;LRPS;23.9894997;90.381916;;Others;Start of Road from N3 at Gazipur Chourasta, Joydebpur.
R310;1.023;LRP001;23.9911941;90.3915552;;KmPost;Gazipur 4 km
R310;1.722;LRP001a;23.9920274;90.3983608;;Culvert;Slab culvert
R310;2.039;LRP001b;23.9925552;90.4013333;;Culvert;Slab culvert
R310;2.117;LRP002;23.9926386;90.4020556;;KmPost;Information missing
R310;2.401;LRP002a;23.9930274;90.4047778;;SideRoad,Right;Road to Board Bazar(Z3008)
R310;2.566;LRP002b;23.993333;90.4063611;;Culvert;Slab culvert
R310;3.139;LRP003;23.9948886;90.4116944;;KmPost;Information missing
R310;3.73;LRP003a;23.9968608;90.4170549;;SideRoad,Left;Road to Workshop at Sibbari more (R311) / Road Break due to City Corporation road start
R310;3.731;LRP003b;24.0061111;90.4430552;BS;Bridge;Baily Bridge start/ Road start again and end city corporation road
R310;3.79;LRP003c;24.0063889;90.4435552;BE;Bridge;Baily Bridge end
R310;4.139;LRP004;24.0079167;90.4465274;;KmPost;Km post missing
R310;5.139;LRP005;24.0124444;90.4549444;;KmPost;Km post missing
R310;6.139;LRP006;24.0178882;90.46225;;KmPost;Km post missing
R310;7.139;LRP007;24.0243049;90.4687771;;KmPost;Km post missing
R310;8.139;LRP008;24.0262771;90.4773049;;KmPost;Km post missing
R310;8.737;LRP008a;24.0277771;90.4829993;BS;Bridge;Bridge start
R310;8.843;LRP008b;24.0281104;90.4839719;BE;Bridge;Bridge end
R310;9.139;LRP009;24.0291104;90.4866108;;KmPost;Km post missing
R310;9.851;LRP009a;24.0316104;90.4929441;BS;Bridge;Bridge start
R310;9.928;LRP009b;24.0318882;90.4936386;BE;Bridge;Bridge end
R310;10.139;LRP010;24.0326938;90.4955274;;KmPost;Km post missing
R310;10.462;LRP010a;24.0336941;90.4983608;BS;Bridge;Bridge start
R310;10.531;LRP010b;24.0338608;90.4989997;BE;Bridge;Bridge end
R310;11.089;LRP010c;24.0343886;90.5043611;;Culvert;Box Culvert
R310;11.139;LRP011;24.0344163;90.5048333;;KmPost;Km post missing
R310;11.563;LRP011a;24.0349163;90.5088889;;Culvert;Box Culvert
R310;11.604;LRP011b;24.0349163;90.50975;;Others;Earthen road start
R310;11.958;LRP011c;24.0345552;90.5132222;;Culvert;Box Culvert
R310;12.139;LRP012;24.0341386;90.5147778;;KmPost;Km post missing
R310;12.358;LRP012a;24.0336941;90.5169993;;Culvert;Box Culvert
R310;12.78;LRP012b;24.0332216;90.521166;;Culvert;Box Culvert  
R310;13.039;LRP012c;24.0327493;90.5236104;;Culvert;Box Culvert
R310;13.139;LRP013;24.032666;90.5245549;;KmPost;Km post missing
R310;13.879;LRP013a;24.0324438;90.5318327;;Culvert;Pipe Culvert
R310;14.139;LRP014;24.0324438;90.5342774;;KmPost;Km post missing
R310;14.147;LRP014a;24.0324716;90.5344441;;Culvert;Pipe Culvert
R310;14.684;LRP014b;24.0325271;90.5396663;;Culvert;Box Culvert
R310;14.997;LRP014c;24.0327493;90.5427497;BS;Bridge;Start of Bridge (under construction)
R310;15.027;LRP014d;24.0327493;90.5430552;BE;Bridge;End of Bridge (under construction)
R310;15.139;LRP015;24.0326938;90.5441108;;KmPost;Km post missing
R310;15.553;LRP015a;24.0333049;90.5481386;;Culvert;Box Culvert
R310;15.745;LRP015b;24.0334163;90.5499719;;Culvert;Box Culvert
R310;16.139;LRP016;24.0321938;90.55375;;KmPost;Km post missing
R310;16.562;LRP016a;24.0308604;90.5575278;;Culvert;Box Culvert
R310;17.139;LRP017;24.0293604;90.5630278;;KmPost;Km post missing
R310;17.324;LRP017a;24.0288882;90.56475;;Culvert;Box Culvert
R310;17.614;LRP017b;24.0282216;90.567666;;Culvert;Box Culvert
R310;17.828;LRP017c;24.0274993;90.5695549;;Culvert;Box Culvert
R310;18.139;LRP018;24.0263882;90.572416;;KmPost;Km post missing
R310;18.254;LRP018a;24.0260271;90.5734716;;Culvert;Pipe Culvert
R310;18.404;LRP018b;24.0254993;90.5748604;;Culvert;Box Culvert
R310;19.139;LRP019;24.0237493;90.5817493;;KmPost;Km post missing
R310;19.159;LRP019a;24.023666;90.5818604;;Others;Bil start
R310;19.714;LRP019b;24.0243327;90.5873608;;Others;Bil end
R310;20.139;LRP020;24.0248604;90.5917219;;KmPost;Km post missing
R310;20.358;LRP020a;24.0247771;90.5936386;;Others;Land not acquired
R310;28.14;LRP028a;24.0168327;90.6643056;;Others / Others;Shitolakkha river end/ Narsingdi road Division start / Shitolakkha river end/ Narsingdi road Division start
R310;28.141;LRP028b;24.0168327;90.6643333;;CrossRoad;Z2045
R310;28.44;LRP028c;24.0144722;90.6653056;;Culvert;Box Culvert
R310;29.139;LRP029;24.0095833;90.6689438;;KmPost;Km post missing
R310;30.291;LRP030;24.0049722;90.6738882;;KmPost;Charshindur 3km
R310;30.857;LRP030a;24.0036111;90.6749438;;Culvert;Box Culvert
R310;30.861;LRP030b;23.9994441;90.6781104;;Culvert;Box Culvert
R310;31.478;LRP031;23.9952219;90.6806938;;KmPost;Km post missing
R310;32.169;LRP031a;23.9906941;90.6858608;;Culvert;Box Culvert
R310;32.289;LRP031b;23.9899441;90.6866663;;Culvert;Box Culvert
R310;32.299;LRP032;23.989833;90.6867774;;KmPost;Charshindur 4km
R310;32.639;LRP032a;23.9876108;90.6890274;;Culvert;Box Culvert
R310;32.939;LRP032b;23.9864163;90.691583;;Culvert;Box Culvert
R310;32.999;LRP032c;23.9863052;90.6921941;;Culvert;Box Culvert
R310;33.139;LRP032d;23.986083;90.6934719;;Culvert;Box Culvert
R310;33.309;LRP033;23.9857497;90.6951108;;KmPost;Charshindur 5km
R310;33.339;LRP033a;23.9856941;90.6953886;;Culvert;Box Culvert
R310;33.609;LRP033b;23.9851108;90.6984719;;Culvert;Box Culvert
R310;33.869;LRP033c;23.9846941;90.7003611;;Culvert;Box Culvert
R310;34.144;LRP033d;23.9843886;90.7031389;BS;Bridge;Start of Bridge
R310;34.166;LRP033e;23.9844163;90.7034444;BE;Bridge;End of Bridge
R310;34.309;LRP034;23.9841941;90.7047778;;KmPost;Charshindur 6km
R310;34.819;LRP034a;23.9826104;90.7096944;;Culvert;Box Culvert  
R310;35.177;LRP035;23.9825271;90.7126944;;KmPost;Km post missing
R310;35.253;LRP035a;23.9825271;90.7134444;;Culvert;Box Culvert
R310;35.375;LRP035b;23.9824993;90.7146111;;Culvert;Box Culvert
R310;35.583;LRP035c;23.9823882;90.7166111;;Culvert;Box Culvert
R310;36.109;LRP035d;23.9815549;90.721666;;Culvert;Box Culvert
R310;36.479;LRP036;23.9810271;90.7235549;;KmPost;Charshindur 7km
R310;36.679;LRP036a;23.9807771;90.7264993;;Culvert;Box Culvert
R310;36.829;LRP036b;23.9806104;90.7264716;;Culvert;Box Culvert
R310;36.839;LRP036c;23.9803327;90.7284993;;Culvert;Box Culvert
R310;37.029;LRP036d;23.9802493;90.7302216;;Culvert;Box Culvert
R310;37.339;LRPE;23.9802493;90.7332771;;Others;End of road at itakhola more and intersect with N2 ( Dhaka- Sylhet Highway)
R360;0;LRPS;24.7625278;90.4504444;;Others;The road starts from R370, Mymensingh- Sunamganj road at Raghurampur
R360;0.52;LRPSa;24.76025;90.4547778;;RailRoadCrossing;Rail Road Crossing
R360;0.848;LRPSb;24.7587778;90.4575278;BS;Bridge;Bridge start
R360;0.856;LRPSc;24.7587222;90.4576111;BE;Bridge;Bridge end
R360;1;LRP001;24.7580833;90.4588611;;KmPost;Km post missing
R360;2;LRP002;24.7531944;90.4670271;;KmPost;Km post missing
R360;2.686;LRP002a;24.7501667;90.4728882;;Culvert;Box Culvert
R360;3;LRP003;24.7485552;90.4754438;;KmPost;Km post missing
R360;3.675;LRP003a;24.7462774;90.4815827;BS;Bridge;Bridge start
R360;3.682;LRP003b;24.7462497;90.4816382;BE;Bridge;Bridge end
R360;4;LRP004;24.745083;90.4845274;;KmPost;Km post missing
R360;4.118;LRP004a;24.7448886;90.4857219;;Culvert;Box Culvert
R360;4.363;LRP004b;24.7443886;90.4879719;;Culvert;Box Culvert
R360;5;LRP005;24.7422219;90.4937219;;KmPost;Km post missing
R360;5.733;LRP005a;24.741583;90.495333;;Culvert;Box Culvert
R360;6;LRP006;24.7367497;90.5008611;;KmPost;Km post missing
R360;6.733;LRP006a;24.7372774;90.508;;SideRoad,Right;Road to Modhupur bazar(Z 3615)
R360;7;LRP007;24.7378608;90.5102778;;KmPost;Km post missing
R360;7.104;LRP007a;24.7381941;90.5115278;;Culvert;Box Culvert
R360;8;LRP008;24.7401386;90.5197216;;KmPost;Km post missing
R360;9;LRP009;24.7386663;90.5290549;;KmPost / Culvert;Km post missing / Box Culvert
R360;9.232;LRP009b;24.7376108;90.5309438;;Culvert;Box Culvert
R360;10;LRP010;24.7339441;90.537333;;KmPost;Km post missing
R360;10.623;LRP010a;24.7324438;90.5431941;;Culvert;Box Culvert
R360;11;LRP011;24.730916;90.5464997;;KmPost;Km post missing
R360;12;LRP012;24.7281104;90.5556944;;KmPost;Km post missing
R360;13;LRP013;24.7234993;90.5628333;;KmPost;Km post missing
R360;13.334;LRP013a;24.7206938;90.5639444;BS;Bridge;Bridge start
R360;13.35;LRP013b;24.7205827;90.564;BE;Bridge;Bridge end
R360;13.998;LRP014;24.7155278;90.5668882;;KmPost;Ishwerganj 4 km  Kishoreganj 49 km
R360;14.465;LRP014a;24.7134167;90.5708882;;Culvert;Box Culvert
R360;14.965;LRP014b;24.7109722;90.5747216;;Culvert;Box Culvert
R360;15.007;LRP015;24.7107778;90.5750549;;KmPost;Ishwerganj 3 km Kishoreganj 48 km
R360;15.879;LRP015a;24.7063056;90.5819438;;Culvert;Box Culvert
R360;15.931;LRP015b;24.7059444;90.5821938;;Culvert;Box Culvert
R360;16.013;LRP016;24.7053611;90.5826104;;KmPost;Ishwerganj 2 km Kishoreganj 47 km
R360;16.237;LRP016a;24.70375;90.5839163;;Culvert;Box Culvert
R360;16.399;LRP016b;24.7028333;90.5851386;;Culvert;Box Culvert
R360;16.728;LRP016c;24.7009444;90.587583;;Culvert;Box Culvert
R360;17.038;LRP017;24.6987774;90.589333;;KmPost;Ishwerganj 1 km Kishoreganj 46 km
R360;17.079;LRP017a;24.6984441;90.5894997;;Culvert;Box Culvert
R360;18.049;LRP018;24.6914441;90.5947774;;KmPost;Ishwerganj 0 km  Nendail 23 km Kishoreganj 45 km
R360;18.437;LRP018a;24.6885274;90.5966941;;SideRoad,Left;Road to Netrokona(Z 3710)
R360;18.744;LRP018b;24.686583;90.5986108;BS;Bridge;Bridge start
R360;18.818;LRP018c;24.686083;90.5993052;BE;Bridge;Bridge end
R360;19.052;LRP019;24.6841663;90.6000833;;KmPost;Nendail 22 km
R360;19.634;LRP019a;24.6789993;90.6009167;;Culvert;Box Culvert
R360;20.061;LRP020;24.675416;90.6023889;;KmPost;Neadail 21 km Kishoreganj 43 km
R360;20.513;LRP020a;24.671666;90.604;;Culvert;Box Culvert
R360;20.706;LRP020b;24.6700271;90.6044722;;Culvert;Box Culvert
R360;21.077;LRP021;24.6668049;90.605;;KmPost;Nendail 20 km Kishoreganj 42 km
R360;22.078;LRP022;24.6590556;90.6091111;;KmPost;Nendail 19 km
R360;23.086;LRP023;24.6503056;90.6111944;;KmPost;Nendail 18 km Kishoreganj 40 km
R360;23.271;LRP023a;24.648583;90.6111389;;Culvert;Box Culvert
R360;23.663;LRP023b;24.6451663;90.6106111;;Culvert;Box Culvert
R360;24.096;LRP024;24.6414163;90.6096667;;KmPost;Info missing
R360;24.304;LRP024a;24.6396108;90.60925;;Culvert;Box Culvert
R360;25.106;LRP025;24.6326382;90.60925;;KmPost;Kishoreganj 38 km
R360;26.113;LRP026;24.6250827;90.6145;;KmPost;Nendail 25 km
R360;26.679;LRP026a;24.6206104;90.6168604;;Culvert;Box Culvert
R360;27.099;LRP026b;24.6168882;90.6169438;;Culvert;Box Culvert
R360;27.137;LRP027;24.6165833;90.6172216;;KmPost;Nendail 14 km Kishoreganj 36 km
R360;27.298;LRP027a;24.6151667;90.6171938;;Culvert;Box Culvert
R360;28.027;LRP027b;24.6081389;90.61525;;Culvert;Box Culvert
R360;28.124;LRP027c;24.6081389;90.6150556;;Culvert;Box Culvert
R360;28.157;LRP028;24.6078611;90.615;;KmPost;Nendail 13 km Kishoreganj 35 km
R360;28.569;LRP028a;24.6042222;90.61525;;Culvert;Box culvert
R360;29.161;LRP029;24.5990552;90.6141667;;KmPost;Kishoreganj 34 km
R360;30.165;LRP030;24.5907774;90.6103889;;KmPost;Nendail 11 km
R360;31.171;LRP031;24.5824716;90.6069167;;KmPost;Nendail 10 km Kishoreganj 32 km
R360;32.085;LRP031a;24.5750827;90.6038611;;Culvert;Box Culvert
R360;32.185;LRP032;24.5742771;90.6041389;;KmPost;Nendail 9 km Kishoreganj 31 km
R360;32.543;LRP032a;24.5721104;90.606;BS;Bridge;Bridge start
R360;32.562;LRP032b;24.5721104;90.6061667;BE;Bridge;Bridge end
R360;32.834;LRP032c;24.5728049;90.6087222;;Culvert;Box Culvert
R360;32.982;LRP032d;24.57317323;90.61010048;;SideRoad,Right;Road to Balipara (Z 3034)
R360;33.18;LRP033;24.573666;90.6119444;;KmPost;Nendail 8 km
R360;33.831;LRP033a;24.5752771;90.618166;;Culvert;Box Culvert
R360;34.108;LRP033b;24.5758882;90.6205827;;Culvert;Box Culvert
R360;34.204;LRP034;24.5761382;90.621416;;KmPost;Kishoreganj 29 km
R360;34.651;LRP034a;24.5772493;90.6256382;;Culvert;Box Culvert
R360;34.812;LRP034b;24.5782216;90.6295549;;Culvert;Box Culvert
R360;35.212;LRP035;24.5786382;90.630916;;KmPost;Nendail 6 km Kishoreganj 28 km
R360;35.394;LRP035a;24.5791382;90.6328049;;Culvert;Box Culvert
R360;35.496;LRP035b;24.5793327;90.6336108;;Culvert;Box Culvert
R360;35.852;LRP035c;24.5802493;90.6369441;;Culvert;Box Culvert
R360;36.23;LRP036;24.5811938;90.6403608;;KmPost;Nendail 5 km Nendail chow 11km
R360;36.397;LRP036a;24.5816382;90.6419441;;Culvert;Box Culvert
R360;36.733;LRP036b;24.5824716;90.645083;;Culvert;Box Culvert
R360;37.163;LRP036c;24.5823604;90.6491941;;Culvert;Box Culvert
R360;37.235;LRP037;24.5821382;90.6498608;;KmPost;Kishoreganj 26 km
R360;37.343;LRP037a;24.5818604;90.6508611;;Culvert;Box Culvert
R360;38.236;LRP038;24.5791938;90.6591667;;KmPost;Nendail 3 km Kishoreganj 25 km
R360;38.486;LRP038a;24.5786104;90.6615278;BS;Bridge;Bridge start
R360;38.566;LRP038b;24.5783604;90.6622778;BE;Bridge;Bridge end
R360;38.924;LRP038c;24.5772216;90.6655278;;Culvert;Box Culvert
R360;39.107;LRP038d;24.5767216;90.667166;;Culvert;Box Culvert
R360;39.247;LRP039;24.5763049;90.6684716;;KmPost;Nendail 2 km Nendail  Juncfom 8 km
R360;39.534;LRP039a;24.5754993;90.6711382;;Culvert;Box Culvert
R360;39.771;LRP039b;24.5748327;90.6733882;;Culvert;Box Culvert
R360;40.05;LRP039c;24.5740549;90.6759438;;Culvert;Box Culvert
R360;40.25;LRP040;24.5734716;90.6778049;;KmPost;Kishoreganj 23 km
R360;40.448;LRP040a;24.5729438;90.6796938;;Culvert;Box Culvert
R360;41.076;LRP040b;24.57148466;90.68559598;;Culvert;Box Culvert
R360;41.249;LRP041;24.5710827;90.6872219;;KmPost;Nendail 3 km Kishoreganj 22 km
R360;41.46;LRP041a;24.5718049;90.689083;BS;Bridge;Bridge start
R360;41.539;LRP041b;24.5718327;90.6898608;BE;Bridge;Bridge end
R360;42.247;LRP042;24.5760827;90.6939163;;KmPost;Nendail chow 5 km Kishoreganj 21 km
R360;42.387;LRP042a;24.576166;90.695333;;Culvert;Box Culvert
R360;42.758;LRP042b;24.5755549;90.6988052;;Culvert;Box Culvert
R360;43.001;LRP042c;24.5748049;90.701;;Culvert;Box Culvert
