road,id,model_type,condition,name,lat,lon,length,type
R360,6366,Link,,Nendail 6 km Kishoreganj 28 km,24.5786382,90.630916,182.0,KmPost
R360,6367,Bridge,B,SAMTA SLAB CULVERT,24.57866567,90.63101979,4.5,Slab Culvert
R360,6368,Link,,Box Culvert,24.5791382,90.6328049,102.0,Culvert
R360,6369,Link,,Box Culvert,24.5793327,90.6336108,356.0,Culvert
R360,6370,Bridge,B,CHAMTA BAZAR CULVERT,24.57897062,90.63217181,6.2,Slab Culvert
R360,6371,Bridge,B,ATOCHORA BOX CULVERT,24.57982447,90.63539917,1.5,Box Culvert
R360,6372,Link,,Box Culvert,24.5802493,90.6369441,378.0,Culvert
R360,6373,Link,,Nendail 5 km Nendail chow 11km,24.5811938,90.6403608,167.0,KmPost
R360,6374,Bridge,C,SAVAR BOX CULVERT,24.58116132,90.64024329,3.0,Box Culvert
R360,6375,Link,,Box Culvert,24.5816382,90.6419441,336.0,Culvert
R360,6376,Bridge,B,SARAR BOX CULVERT,24.58202266,90.6433921,1.5,Box Culvert
R360,6377,Link,,Box Culvert,24.5824716,90.645083,430.0,Culvert
R360,6378,Link,,Box Culvert,24.5823604,90.6491941,72.0,Culvert
R360,6379,Link,,Kishoreganj 26 km,24.5821382,90.6498608,108.0,KmPost
R360,6380,Bridge,A,SAVER BOX CULVERT,24.58240669,90.64748274,3.0,Box Culvert
R360,6381,Link,,Box Culvert,24.5818604,90.6508611,893.0,Culvert
R360,6382,Bridge,A,SAVER BOX CULVERT 4,24.58236066,90.64918454,3.0,Box Culvert
R360,6383,Link,,Nendail 3 km Kishoreganj 25 km,24.5791938,90.6591667,250.0,KmPost
R360,6384,Bridge,A,Zalua Bazar Bridge,24.57899078,90.65998836,77.4,PC Girder Bridge
R360,6385,Link,,Bridge start,24.5786104,90.6615278,80.0,Bridge
R360,6386,Link,,Bridge end,24.5783604,90.6622778,358.0,Bridge
R360,6387,Link,,Box Culvert,24.5772216,90.6655278,183.0,Culvert
R360,6388,Link,,Box Culvert,24.5767216,90.667166,140.0,Culvert
R360,6389,Link,,Nendail 2 km Nendail  Juncfom 8 km,24.5763049,90.6684716,287.0,KmPost
R360,6390,Bridge,C,GOZARIA; BOX CULVERT,24.57725659,90.66542794,6.5,Box Culvert
R360,6391,Link,,Box Culvert,24.5754993,90.6711382,237.0,Culvert
R360,6392,Bridge,B,ZALUA BOX CULVERT,24.57603824,90.66935427,3.0,Box Culvert
R360,6393,Link,,Box Culvert,24.5748327,90.6733882,279.0,Culvert
R360,6394,Link,,Box Culvert,24.5740549,90.6759438,200.0,Culvert
R360,6395,Bridge,A,LILUR PARA BOX CULVERT,24.57536711,90.6715844,3.0,Box Culvert
R360,6396,Bridge,B,RASH PARE BOX CULVERT,24.57476022,90.67362636,3.0,Box Culvert
R360,6397,Link,,Kishoreganj 23 km,24.5734716,90.6778049,198.0,KmPost
R360,6398,Bridge,B,PASPARA BOX CULVERT,24.57345561,90.67786214,3.0,Box Culvert
R360,6399,Link,,Box Culvert,24.5729438,90.6796938,628.0,Culvert
R360,6400,Link,,Box Culvert,24.57148466,90.68559598,173.0,Culvert
R360,6401,Link,,Nendail 3 km Kishoreganj 22 km,24.5710827,90.6872219,211.0,KmPost
R360,6402,Link,,Bridge start,24.5718049,90.689083,79.0,Bridge
R360,6403,Bridge,B,NANDIAL BOX CULVERT,24.57135455,90.68612229,4.3,Box Culvert
R360,6404,Bridge,A,Nandail Bridge,24.57118196,90.68747769,77.4,PC Girder Bridge
R360,6405,Link,,Bridge end,24.5718327,90.6898608,708.0,Bridge
R360,6406,Link,,Nendail chow 5 km Kishoreganj 21 km,24.5760827,90.6939163,140.0,KmPost
R360,6407,Link,,Box Culvert,24.576166,90.695333,371.0,Culvert
R360,6408,Bridge,A,DOYALL SLUB CULVERT,24.57586951,90.69701763,1.5,Slab Culvert
R360,6409,Link,,Box Culvert,24.5755549,90.6988052,243.0,Culvert
R360,6410,Bridge,A,CHANDA PASA,24.57540984,90.69922971,1.5,Slab Culvert
R360,6411,Link,,Box Culvert,24.5748049,90.701,260.0,Culvert
R360,6412,Link,,Nendail Juncfom 4 km Kishoreganj 20 km,24.5740271,90.7033333,36.0,KmPost
R360,6413,Bridge,A,CHANDRO PASA,24.57452968,90.70182563,1.5,Slab Culvert
R360,6414,Link,,Box Culvert,24.5739716,90.7036389,700.0,Culvert
R360,6415,Bridge,A,DASALIA BOX CULVERT,24.57342381,90.7084515,9.5,Box Culvert
R360,6416,Link,,Bridge start,24.5731938,90.7104722,10.0,Bridge
R360,6417,Link,,Bridge end,24.5731938,90.7105556,258.0,Bridge
R360,6418,Link,,Nendail chow 3 km,24.5729993,90.7130833,357.0,KmPost
R360,6419,Link,,Box Culvert,24.5727493,90.7165833,645.0,Culvert
R360,6420,Bridge,A,GLASS PARA BOX CULVERT,24.57289216,90.7145833,3.0,Box Culvert
R360,6421,Link,,Kishoreganj 18 km,24.5726104,90.7228882,25.0,KmPost
R360,6422,Link,,Box Culvert,24.5726382,90.7231382,276.0,Culvert
R360,6423,Bridge,B,DANRIPARA,24.57264959,90.72110914,4.6,Box Culvert
R360,6424,Bridge,B,BARIM GRAM,24.57272324,90.72376623,4.6,Box Culvert
R360,6425,Link,,Box Culvert,24.5729993,90.7258049,484.0,Culvert
R360,6426,Bridge,A,DAMRI SLUB CULVERT,24.57335175,90.7283793,6.1,Slab Culvert
R360,6427,Link,,Box Culvert,24.5736382,90.7304716,221.0,Culvert
R360,6428,Link,,Nendail chow 1 km Kishoreganj 17 km,24.5742493,90.7325827,375.0,KmPost
R360,6429,Bridge,A,BORUM GRAM CULVERT,24.57541433,90.73641055,2.3,Slab Culvert
R360,6430,Link,,Box Culvert,24.5753049,90.7361108,397.0,Culvert
R360,6431,Link,,Road to Athera bazar (Z 3608) Kendua,24.5765827,90.7396108,30.0,"SideRoad,Left"
R360,6432,Link,,Road to Tarail (Z 3607),24.5765549,90.7399163,303.0,"SideRoad,Left"
R360,6433,Link,,Kishoreganj 16 km Bhairab 68 km,24.5741938,90.7407774,253.0,KmPost
R360,6434,Link,,Box Culvert,24.5721104,90.7417497,207.0,Culvert
R360,6435,Bridge,A,ANAXOBASA CULVERT,24.57398793,90.74087348,2.3,Slab Culvert
R360,6436,Link,,Box Culvert,24.5703327,90.7422497,114.0,Culvert
R360,6437,Bridge,A,ANNOPASA CULVERT,24.57230803,90.74165747,2.8,Slab Culvert
R360,6438,Link,,Box Culvert,24.5693327,90.7423886,216.0,Culvert
R360,6439,Bridge,A,ANNOPASA,24.57132031,90.74197192,1.7,Slab Culvert
R360,6440,Bridge,A,ORANNO PASA,24.56928898,90.74239567,2.4,Slab Culvert
R360,6441,Link,,Kishoreganj 15 km Bhairab 67 km,24.5674438,90.7426941,22.0,KmPost
R360,6442,Link,,Box culvert,24.5672771,90.7427219,145.0,Culvert
R360,6443,Bridge,A,ONHONTO PARA CULVERT,24.56680149,90.74278398,2.4,Slab Culvert
R360,6444,Bridge,C,PALAHAR CULVERT,24.56336706,90.74308331,4.55,Box Culvert
R360,6445,Link,,Box Culvert,24.566,90.7428886,150.0,Culvert
R360,6446,Link,,Box Culvert,24.5646944,90.7429997,396.0,Culvert
R360,6447,Bridge,A,PALAHER CULVERT,24.56118452,90.74322078,3.0,Box Culvert
R360,6448,Link,,Box Culvert,24.5611667,90.7432219,246.0,Culvert
R360,6449,Link,,Box Culvert,24.5589722,90.7433608,21.0,Culvert
R360,6450,Link,,Kishoreganj 14 km Bhairab 66 km,24.5588056,90.743333,551.0,KmPost
R360,6451,Link,,Box Culvert,24.5538889,90.7436386,420.0,Culvert
R360,6452,Bridge,B,AMTOLI BOX CULVERT,24.5561554,90.74349772,4.5,Box Culvert
R360,6453,Bridge,A,AMTOLI BAZAR BOX CULVERT,24.55240676,90.74373741,1.5,Box Culvert
R360,6454,Link,,Box Culvert,24.5501389,90.7438886,31.0,Culvert
R360,6455,Link,,Kishoreganj 13 km Bhairab 65 km,24.5498886,90.7438886,275.0,KmPost
R360,6456,Bridge,A,AMLITOLA BOX CULVERT,24.54977567,90.74391092,3.0,Box Culvert
R360,6457,Link,,Box Culvert,24.5474997,90.7443608,688.0,Culvert
R360,6458,Link,,Kishoreganj 12 km bhairab 64 km,24.5418886,90.7471108,969.0,KmPost
R360,6459,Bridge,A,TERGHAT BOX CULVERT,24.53613768,90.74985623,3.0,Box Culvert
R360,6460,Link,,Box Culvert,24.5339163,90.7509167,50.0,Culvert
R360,6461,Link,,Kishoreganj 11 km Bhairab 66 km,24.5335274,90.7511111,115.0,KmPost
R360,6462,Bridge,A,Tararghat Bridge,24.53477194,90.75050822,61.5,RCC Girder Bridge
R360,6463,Link,,Bridge start,24.5325549,90.7515833,63.0,Bridge
R360,6464,Link,,Bridge end,24.5320549,90.75175,396.0,Bridge
R360,6465,Link,,Box Culvert,24.528666,90.7521944,268.0,Culvert
R360,6466,Bridge,A,ROSULPUR BOX CULVERT,24.53103652,90.75188354,3.0,Box Culvert
R360,6467,Link,,Box Culvert,24.5263327,90.7518889,178.0,Culvert
R360,6468,Link,,Box Culvert,24.5247493,90.7516667,30.0,Culvert
R360,6469,Bridge,A,ROSULPUR BOX CULVERT,24.52877725,90.75217981,1.5,Box Culvert
R360,6470,Link,,Kishoreganj 10 km Bhairab 62 km,24.5244716,90.7516667,367.0,KmPost
R360,6471,Bridge,C,CHAKMODI BAZAR BOX CULVERT,24.52361115,90.75156285,1.5,Box Culvert
R360,6472,Link,,Box Culvert,24.5212493,90.7512778,461.0,Culvert
R360,6473,Link,,Box Culvert,24.5171938,90.7507778,214.0,Culvert
R360,6474,Bridge,B,MERENGA BOX CULVERT,24.51970979,90.751088,3.0,Box Culvert
R360,6475,Link,,Kishoreganj 9 km Bhairab 61 km,24.5153611,90.7505556,433.0,KmPost
R360,6476,Link,,Box Culvert,24.5116111,90.7514444,582.0,Culvert
R360,6477,Bridge,B,GUMTOLA BOX CULVERT,24.5143305,90.75079987,4.6,Box Culvert
R360,6478,Link,,Kishoreganj 8 km Bhairab 60 km,24.5065833,90.75275,1019.0,KmPost
R360,6479,Link,,Kishoreganj 7 km,24.4981386,90.7565,400.0,KmPost
R360,6480,Link,,Box Culvert,24.4948608,90.7580833,584.0,Culvert
R360,6481,Bridge,A,BOROBAG BOX CULVERT,24.49753221,90.75679291,3.0,Box Culvert
R360,6482,Link,,Kishoreganj 06 km Bhairab 58 km,24.490083,90.7604444,223.0,KmPost
R360,6483,Link,,Box Culvert,24.4883608,90.7613333,641.0,Culvert
R360,6484,Bridge,C,SADULLA BAZAR BOX CULVERT,24.49071295,90.76013309,3.0,Box Culvert
R360,6485,Link,,Box Culvert,24.4832771,90.7641389,160.0,Culvert
R360,6486,Bridge,C,KOWKIA BOX CULVERT,24.4859974,90.76263762,4.6,Box Culvert
R360,6487,Bridge,C,KATA BARI BOX CULVERT,24.48422881,90.76361367,1.5,Box Culvert
R360,6488,Link,,Kishoreganj 5 km Bhairab 57 km,24.481916,90.7646667,67.0,KmPost
R360,6489,Link,,Box Culvert,24.481416,90.7649444,368.0,Culvert
R360,6490,Bridge,C,KATA BARIA BOX CULVERT,24.48121031,90.76504253,1.5,Box Culvert
R360,6491,Bridge,C,KATA BAZAR BOX CULVERT (3),24.47699455,90.76708142,4.6,Box Culvert
R360,6492,Link,,Box Culvert,24.4783882,90.7663889,519.0,Culvert
R360,6493,Link,,Box Culvert,24.47415835,90.76849076,57.0,Culvert
R360,6494,Link,,Kishoreganj 4 km Bhairab 56 km,24.4736938,90.7687216,595.0,KmPost
R360,6495,Link,,"R364, Battoli-  Kishoreganj road",24.4688049,90.7711382,90.0,"Turnoff,Right"
R360,6496,Bridge,A,BOROPUL BOX CULVERT,24.47102339,90.77004159,4.8,Box Culvert
R360,6497,Link,,Box Culvert,24.4681938,90.7705271,315.0,Culvert
R360,6498,Link,,Km post missing,24.4658333,90.7687771,1000.0,KmPost
R360,6499,Link,,Km post missing,24.4585833,90.7632222,344.0,KmPost
R360,6500,Bridge,A,LATIFA BOX CULVERT,24.4587863,90.76337774,3.0,Box Culvert
R360,6501,Link,,Box Culvert,24.4560556,90.7612778,656.0,Culvert
R360,6502,Link,,Km post missing,24.4512778,90.7574722,612.0,KmPost
R360,6503,Link,,Bhairab 53 km,24.4469719,90.7537778,971.0,KmPost
R360,6504,Link,,Bridge start,24.4399719,90.7489441,29.0,Bridge
R360,6505,Bridge,C,AOWRARGAT BAILEY WITH STEEL DECK,24.44271855,90.75084074,38.0,Baily with Steel Deck
R360,6506,Link,,Km post missing,24.4397219,90.7489441,10.0,KmPost
R360,6507,Link,,Bridge end,24.4396386,90.7489719,1010.0,Bridge
R360,6508,Link,,Bhairab bazar 51 km,24.430666,90.748083,158.0,KmPost
R360,6509,Link,,"Z3604, Kishoreganj- Hossainpur road",24.4293049,90.7480274,300.0,CrossRoad
R360,6510,Link,,Box Culvert,24.4266382,90.7478052,412.0,Culvert
R360,6511,Bridge,A,KIL PARA BOX CULVERT,24.43015774,90.74806224,3.0,Box Culvert
R360,6512,Link,,Box Culvert,24.4229993,90.7475552,130.0,Culvert
R360,6513,Bridge,A,KILL PARA BOX CULVERT,24.42655871,90.74779974,4.5,Box Culvert
R360,6514,Link,,Km post missing,24.4218049,90.7474441,620.0,KmPost
R360,6515,Link,,Box Culvert,24.4162222,90.747583,402.0,Culvert
R360,6516,Bridge,A,KAMALIACHOR BOX CUL,24.41981494,90.74749361,6.0,Box Culvert
R360,6517,Link,,Bhairab 49 km,24.4125556,90.7476941,999.0,KmPost
R360,6518,Link,,Bhairab bazar 48 km Kotiadi 18 km,24.4038056,90.7491108,10.0,KmPost
R360,6519,Link,,Box Culvert,24.40375,90.7491663,435.0,Culvert
R360,6520,Bridge,A,YINNADI 2 BOX CUL,24.40717772,90.74856482,6.0,Box Culvert
R360,6521,Link,,"Z3616, Motkhola- Kishoreganj road",24.4004167,90.7513611,150.0,CrossRoad
R360,6522,Link,,Box Culvert,24.3992497,90.7520556,405.0,Culvert
R360,6523,Bridge,A,YINNANI BOX CUL,24.40225576,90.75015018,3.0,Box Culvert
R360,6524,Link,,Km post missing,24.3960552,90.7539167,1000.0,KmPost
R360,6525,Bridge,A,CHANDESHO BOX CUL,24.39138783,90.75703958,3.0,Box Culvert
R360,6526,Link,,Km post missing,24.3884163,90.7590278,9.0,KmPost
R360,6527,Bridge,B,CHODASA BEAT BAZAR,24.38376696,90.75980971,16.8,Box Culvert
R360,6528,Link,,Box Culvert,24.38828471,90.75904993,409.0,Culvert
R360,6529,Link,,Box Culvert,24.3823049,90.7600556,638.0,Culvert
R360,6530,Link,,Bhairab bazar 45 km,24.3793049,90.7595,716.0,KmPost
R360,6531,Bridge,C,NANFOLA 1 BOX CULVERT,24.37654652,90.7590219,4.55,Box Culvert
R360,6532,Link,,Box Culvert,24.3730549,90.7584167,298.0,Culvert
R360,6533,Link,,Info missing,24.3703604,90.7580278,507.0,KmPost
R360,6534,Bridge,A,NANDOLA BOX CUL,24.36934807,90.75792961,1.5,Box Culvert
R360,6535,Link,,Box Culvert,24.3657778,90.7575833,493.0,Culvert
R360,6536,Link,,Km post missing,24.3613889,90.7573056,497.0,KmPost
R360,6537,Bridge,B,NLOA BOX CULVERT,24.3598396,90.75680258,3.0,Box Culvert
R360,6538,Link,,Box Culvert,24.3571111,90.7559167,503.0,Culvert
R360,6539,Link,,Km post missing,24.3528333,90.7546111,430.0,KmPost
R360,6540,Link,,Bridge start,24.3489997,90.7544444,36.0,Bridge
R360,6541,Bridge,C,POLARGHAT BAZAR BRIDGE,24.35254801,90.75459869,19.0,RCC Girder Bridge
R360,6542,Link,,Bridge end,24.3486941,90.7545,534.0,Bridge
R360,6543,Link,,Km post missing,24.3442497,90.7563889,263.0,KmPost
R360,6544,Link,,Box Culvert,24.342083,90.7566944,298.0,Culvert
R360,6545,Bridge,A,MAIZHADIPARA BOX CULVERT,24.34543987,90.75588307,3.1,Box Culvert
R360,6546,Link,,Box Culvert,24.3394997,90.7574444,525.0,Culvert
R360,6547,Bridge,B,MAIDHATI BOX CULVERT,24.34306337,90.75655617,3.0,Box Culvert
R360,6548,Link,,Kotiadi 09 km Bhairab bazar 39 km,24.3348608,90.7565556,1111.0,KmPost
R360,6549,Link,,Box Culvert,24.3267771,90.7624722,36.0,Culvert
R360,6550,Link,,Bhairab 38 km,24.3266104,90.76275,355.0,KmPost
R360,6551,Link,,Box Culvert,24.3243327,90.7651944,544.0,Culvert
R360,6552,Bridge,B,MAIS HATI BOX CULVERT,24.32982577,90.76024083,3.0,Box Culvert
R360,6553,Bridge,B,GELAIKANDI BOX CULVERT,24.326959,90.76233906,3.0,Box Culvert
R360,6554,Link,,Bhairab 37 km Kotiadi 7 km,24.3199716,90.767416,969.0,KmPost
R360,6555,Link,,Info missing,24.3114722,90.7690549,406.0,KmPost
R360,6556,Bridge,A,MODDOPARA(1) BOX CULVERT,24.31163008,90.76902446,3.01,Box Culvert
R360,6557,Link,,Box Culvert,24.3078889,90.7690827,632.0,Culvert
R360,6558,Link,,Bhairab 36 km,24.3024444,90.7706104,295.0,KmPost
R360,6559,Link,,Box Culvert,24.2998886,90.7713327,748.0,Culvert
R360,6560,Bridge,A,MODDOPARA BOX CULVERT,24.30365046,90.77027199,4.6,Box Culvert
R360,6561,Link,,Info missing,24.2933608,90.7730827,520.0,KmPost
R360,6562,Bridge,B,NANGALPARA BOX CULVERT,24.29263837,90.77332052,3.0,Box Culvert
R360,6563,Link,,Box Culvert,24.2888886,90.7745549,445.0,Culvert
R360,6564,Link,,Bhairab 34 km,24.285333,90.7765549,661.0,KmPost
R360,6565,Bridge,B,HOSPITAL BOXCULVERT,24.28362109,90.77760408,3.0,Box Culvert
R360,6566,Link,,Box Culvert,24.280166,90.7797216,321.0,Culvert
R360,6567,Link,,Bhairab 33 km,24.2776104,90.7811382,712.0,KmPost
R360,6568,Link,,Box Culvert,24.2717216,90.7835552,325.0,Culvert
R360,6569,Bridge,A,UNDAIL PARA,24.27550135,90.78200384,3.0,Box Culvert
R360,6570,Link,,Bhairab 32 km,24.2689716,90.7846108,998.0,KmPost
R360,6571,Link,,Bhairab 31 km Kotiadi 1 km,24.2619167,90.7906108,144.0,KmPost
R360,6572,Bridge,A,KOLIADI BOX CULVERT,24.26413638,90.78872302,4.6,Box Culvert
R360,6573,Link,,Box Culvert,24.2608333,90.7914163,861.0,Culvert
R360,6574,Link,,Bhairab 30 km,24.2539167,90.794583,282.0,KmPost
R360,5555,Intersection,,"R211, Itakhola- Katiadi road",24.2523333,90.7966941,687.0,"SideRoad,Right"
R360,6576,Link,,Bhairab 29 km,24.2487497,90.8021667,1017.0,KmPost
R360,6577,Link,,Bhjairab 28 km,24.245833,90.8114167,1030.0,KmPost
R360,6578,Link,,Bhairab 27 km,24.2423052,90.8207771,641.0,KmPost
R360,6579,Link,,"Z3601, Katiadi- Ujanchar road",24.2386663,90.8255827,329.0,"SideRoad,Left"
R360,6580,Link,,Bhairab 26 km,24.2369163,90.828166,1001.0,KmPost
R360,6581,Link,,Bhairab 25 km,24.2304716,90.835083,1000.0,KmPost
R360,6582,Link,,Post found from exists,24.2243049,90.8422219,990.0,KmPost
R360,6583,Link,,Info missing,24.2173604,90.8483052,1002.0,KmPost
R360,6584,Link,,Bhairab 22 km,24.2102778,90.8544444,1011.0,KmPost
R360,6585,Link,,Bhairab 21km,24.2022778,90.8624444,1024.0,KmPost
R360,6586,Link,,Bhairab 20 km,24.1977774,90.8685271,975.0,KmPost
R360,6587,Link,,Bhairab 19 km,24.1900274,90.8730271,229.0,KmPost
R360,6588,Link,,Box Culvert,24.1881386,90.8738604,476.0,Culvert
R360,6589,Bridge,B,BOGPARA,24.19177612,90.87201172,4.6,Box Culvert
R360,6590,Link,,"R212, Akdaria- Agarpur road",24.1842219,90.8757493,301.0,"SideRoad,Right"
R360,6591,Link,,Bhairab 18 km,24.1817216,90.8768882,1014.0,KmPost
R360,6592,Link,,Bhairab 17 km,24.1734438,90.8808327,995.0,KmPost
R360,6593,Link,,Bhairab 16 km,24.1673049,90.8879441,128.0,KmPost
R360,6594,Link,,Box Culvert,24.1665556,90.8888608,857.0,Culvert
R360,6595,Bridge,B,MORAHARPUR BOX CULVERT,24.16938411,90.88553552,3.0,Box Culvert
R360,6596,Link,,Bhairab 15 km,24.1609444,90.8946386,79.0,KmPost
R360,6597,Bridge,A,TARAKINDI BOX CULVERT,24.16345864,90.89204971,3.0,Box Culvert
R360,6598,Link,,Box Culvert,24.1603889,90.8951663,91.0,Culvert
R360,6599,Link,,"Z3609, Bojra- Kuliarchar Road",24.1597778,90.8957497,763.0,"SideRoad,Left"
R360,6600,Link,,Box Culvert,24.1545,90.9005,85.0,Culvert
R360,6601,Bridge,A,ALIAKBOI,24.15768881,90.8976299,3.0,Box Culvert
R360,6602,Link,,Bhairab 14 km,24.1539167,90.9009722,1037.0,KmPost
R360,6603,Link,,Bhairab 13 km,24.1465274,90.9071389,129.0,KmPost
R360,6604,Bridge,B,GANOK KALI BGIGE,24.14890024,90.90515866,41.6,RCC Girder Bridge
R360,6605,Link,,Ganakkhat Bridge,24.145583,90.90775,50.0,Bridge
R360,6606,Link,,Bridge end,24.1452497,90.9079722,821.0,Bridge
R360,6607,Bridge,B,Ganokkhal Bridge,24.14867935,90.905343,43.45,PC Girder Bridge
R360,6608,Link,,Km post missing,24.1388608,90.9118056,653.0,KmPost
R360,6609,Link,,Box Culvert,24.1330549,90.9126111,363.0,Culvert
R360,6610,Bridge,A,LOKMANKARKANDI,24.13725151,90.91202887,3.0,Box Culvert
R360,6611,Link,,Bhairab 11 km,24.1298604,90.9130278,374.0,KmPost
R360,6612,Link,,Box Culvert,24.1265271,90.9135278,616.0,Culvert
R360,6613,Bridge,C,SOYSOLI,24.13087243,90.91289579,3.0,Box Culvert
R360,6614,Link,,Bhairab 10 km,24.121166,90.9147778,566.0,KmPost
R360,6615,Link,,Bridge start,24.1165,90.9167771,33.0,Bridge
R360,6616,Link,,Bridge end,24.1163056,90.9169993,438.0,Bridge
R360,6617,Link,,Bhairab 9 km,24.113,90.9192771,352.0,KmPost
R360,6618,Link,,Box Culvert,24.1103889,90.9212216,450.0,Culvert
R360,6619,Bridge,A,NOYAPURA,24.11418488,90.91846063,3.5,Box Culvert
R360,6620,Bridge,B,LOKKIPUR CULVERT,24.11084139,90.92088463,4.45,Box Culvert
R360,6621,Link,,Box Culvert,24.1071389,90.9238327,194.0,Culvert
R360,6622,Link,,Bhairab 8 km,24.10579936,90.92495663,156.0,KmPost
R360,6623,Bridge,B,LOKKIPUR BOX CULVERT,24.10835946,90.92285209,3.0,Box Culvert
R360,6624,Link,,Box Culvert,24.1047222,90.9258604,844.0,Culvert
R360,6625,Link,,Km post missing,24.0986663,90.9308049,40.0,KmPost
R360,6626,Bridge,D,AKBOR NAGAR BAILEY WITH STEEL DECK,24.10212476,90.92798115,25.6,Baily with Steel Deck
R360,6627,Link,,Bridge start,24.098333,90.930916,28.0,Bridge
R360,6628,Link,,Bridge end,24.0981386,90.9310549,638.0,Bridge
R360,6629,Bridge,B,KALIKA BOX CULVERT,24.09728558,90.93183779,12.5,Box Culvert
R360,6630,Link,,Bridge start,24.0937497,90.935083,13.0,Bridge
R360,6631,Link,,Bridge end,24.0936663,90.9351663,300.0,Bridge
R360,6632,Link,,Bhairab 6 km,24.091833,90.9372497,324.0,KmPost
R360,6633,Link,,Box Culvert,24.0901386,90.9397497,689.0,Culvert
R360,6634,Bridge,B,KALIKA BAZAR BOX CULVERT,24.0931102,90.93579826,2.8,Box Culvert
R360,6635,Link,,Bhairab 5 km,24.0866663,90.9452774,719.0,KmPost
R360,6636,Bridge,B,GAZIRTAK BAILEY WITH STEEL DECK,24.08568589,90.94658912,32.2,Baily with Steel Deck
R360,6637,Link,,Bridge start,24.0826382,90.9506667,38.0,Bridge
R360,6638,Link,,Bridge end,24.0824438,90.9509722,287.0,Bridge
R360,6639,Link,,Bhairab 4 km,24.0810827,90.9531944,808.0,KmPost
R360,6640,Bridge,B,ROGANATHPUR BOX CULVERT,24.07973493,90.95509961,3.0,Box Culvert
R360,6641,Link,,Box Culvert,24.0765827,90.9595556,205.0,Culvert
R360,6642,Link,,Bhairab 3 km,24.0754993,90.9610556,118.0,KmPost
R360,6643,Link,,Rail Road Crossing,24.0748327,90.9618889,708.0,RailRoadCrossing
R360,6644,Bridge,D,SHOMO PUR BOX CULVERT,24.0735646,90.96389366,3.05,Box Culvert
R360,6645,Link,,"Z3605, Bhairab- Mendhipur road",24.07121248,90.96761216,96.0,"SideRoad,Left"
R360,6646,Link,,Box Culvert,24.0707216,90.9683882,90.0,Culvert
R360,6647,Link,,Bhairab 2 km,24.0702493,90.9691104,637.0,KmPost
R360,6648,Bridge,B,COLLEGE MORE,24.06985858,90.96977323,2.9,Box Culvert
R360,6649,Link,,Box Culvert,24.0671382,90.9743882,363.0,Culvert
R360,6650,Link,,Km post missing,24.0653889,90.9773882,3.0,KmPost
R360,6651,Bridge,B,BRUHOB UTTOR CULVERT,24.06808081,90.97278912,3.5,Box Culvert
R360,6652,Link,,Box Culvert,24.0653889,90.9765549,428.0,Culvert
R360,6653,Link,,Box Culvert,24.0623889,90.9799993,569.0,Culvert
R360,6654,Bridge,B,BOYROB UTTRA PARA,24.065972,90.9763882,3.0,Box Culvert
R360,6655,Link,,Km post missing,24.0570278,90.9819438,32.0,KmPost
R360,2872,Intersection,,"End of Road of Durjoy more Bhairab interseting N2, Dhaka- Sylhet - Jaflong road",24.0553889,90.9828604,0.0,Others
Z1005,1172,Intersection,,Road Start from N1 at Haser Dighi Chokoria,21.7215549,92.0830827,28.0,Others
Z1005,6658,Link,,Box Culvert,21.721416,92.083333,582.0,Culvert
Z1005,6659,Link,,Box Culvert,21.7211382,92.0886108,390.0,Culvert
Z1005,6660,Link,,Km post missing,21.7188049,92.0913886,210.0,KmPost
Z1005,6661,Bridge,A,FASIKHALI SLAB,21.72141409,92.08336927,3.0,Slab Culvert
Z1005,6662,Link,,Box Culvert,21.7175549,92.0928608,455.0,Culvert
Z1005,6663,Link,,Box Culvert,21.7153333,92.096333,329.0,Culvert
Z1005,6664,Bridge,A,GOHAPARA,21.72114154,92.08854732,1.8,Slab Culvert
Z1005,6665,Link,,Slab Culvert,21.7151667,92.0966941,6.0,Culvert
Z1005,6666,Link,,Km post missing,21.7132778,92.098583,106.0,KmPost
Z1005,6667,Link,,Box Culvert,21.7126667,92.099333,184.0,Culvert
Z1005,6668,Bridge,A,GONAPARA,21.71541142,92.0962109,1.0,Slab Culvert
Z1005,6669,Link,,Box Culvert,21.7121667,92.0675271,130.0,Culvert
Z1005,6670,Link,,Box Culvert,21.7121389,92.0688049,120.0,Culvert
Z1005,6671,Link,,Box Culvert,21.7121111,92.1033056,320.0,Culvert
Z1005,6672,Link,,Bridge Start,21.71275,92.1061389,40.0,Bridge
Z1005,6673,Link,,Bridge End,21.7127222,92.1065,160.0,Bridge
Z1005,6674,Link,,Alikadam 37 km,21.7123889,92.1078056,940.0,KmPost
Z1005,6675,Bridge,A,GONA PARA,21.71279353,92.09917734,1.8,Slab Culvert
Z1005,6676,Bridge,A,GONAPARA,21.7122292,92.07150284,1.0,Slab Culvert
Z1005,6677,Bridge,A,DABISING,21.71214467,92.06853951,1.0,Slab Culvert
Z1005,6678,Bridge,A,DABISON,21.71211666,92.09640546,1.0,Slab Culvert
Z1005,6679,Bridge,D,Dabiza bazar Bridge,21.71270408,92.10593526,37.7,Baily with Steel Deck
Z1005,6680,Link,,Alikadam  36 Km,21.7097222,92.1104167,206.0,KmPost
Z1005,6681,Link,,Box Culvert,21.7089722,92.1176382,794.0,Culvert
